AT,V,AP,RH,Temp_Press_Ratio,Voltage_Temp,Humidity_Factor,Power_Est,Turbine_Failure
6.09,43.65,1020.95,71.15,5.965032567706547,265.82849999999996,31.056975,271.397607075,0
21.49,56.9,1007.47,66.66,21.33065997002392,1222.781,37.929539999999996,1231.9151740700001,0
26.06,67.83,1009.26,66.37,25.820898480074508,1767.6498,45.018771,1784.018237148,0
15.01,43.56,1014.65,61.82,14.793278470408515,653.8356,26.928792,663.41429154,0
13.11,41.58,1020.43,74.32,12.847525062963653,545.1138,30.902255999999998,556.250474934,0
30.04,68.08,1011.04,51.01,29.711979743630323,2045.1232,34.727608,2067.701360128,0
11.64,41.44,1016.4,73.18,11.452184179456907,482.3616,30.325792000000003,490.27233024,0
32.23,69.13,1000.61,55.1,32.210351685471856,2228.0598999999997,38.09063,2229.4190165389996,0
22.43,55.97,1008.97,85.98,22.23059159340714,1255.4071,48.123006,1266.6681016869998,0
18.38,62.1,1020.12,77.27,18.017488138650357,1141.398,47.984669999999994,1164.3629277599998,0
11.76,41.58,1020.91,88.35,11.519134889461363,488.9808,36.735929999999996,499.20538852799996,1
10.62,42.02,999.83,96.66,10.621805706970184,446.2524,40.61653200000001,446.17653709200005,0
28.19,68.08,1013.41,43.93,27.816974373649366,1919.1752000000001,29.907544,1944.911339432,0
21.43,63.94,1017.28,57.49,21.065979867882984,1370.2341999999999,36.759105999999996,1393.9118469759999,0
10.62,39.64,1010.65,62.15,10.508088853708008,420.97679999999997,24.636259999999996,425.46020292,0
24.45,70.02,1010.75,71.37,24.189957952015828,1711.9889999999998,49.973273999999996,1730.3928817499998,0
24.54,65.46,1014.27,40.77,24.1947410452838,1606.3883999999998,26.688042,1629.311562468,0
18.25,60.1,1009.72,90.15,18.07431763261102,1096.825,54.180150000000005,1107.486139,0
11.45,41.17,1017.98,84.64,11.24776518202715,471.3965,34.846288,479.87220907000005,0
12.85,41.14,1027.04,86.29,12.511684062938153,528.649,35.499706,542.94366896,1
18.28,60.1,1009.72,85.79,18.104028839678328,1098.6280000000002,51.55979000000001,1109.30666416,0
23.22,69.04,1009.65,89.05,22.99806863764671,1603.1088,61.48012,1618.57879992,0
19.32,52.9,1016.86,68.2,18.999665637354205,1022.028,36.0778,1039.2593920800002,0
19.13,68.61,1010.65,94.92,18.928412407856328,1312.5093,65.124612,1326.487524045,0
22.25,66.54,1004.64,89.15,22.147236821149864,1480.515,59.32041000000001,1487.3845896,0
25.35,63.21,1012.31,80.16,25.041736227045075,1602.3735000000001,50.669136,1622.0987177850002,0
27.5,65.34,1014.93,47.46,27.095464711852053,1796.8500000000001,31.010364000000003,1823.6769705,0
15.93,52.75,1024.57,58.71,15.547985984364173,840.3075,30.969524999999997,860.953855275,0
27.34,71.29,1008.32,56.51,27.11440812440495,1949.0686,40.285979,1965.2848507520002,0
17.79,43.52,1020.65,68.29,17.430069073629546,774.2208,29.719808000000004,790.2084595200001,0
4.62,38.44,1016.09,73.14,4.546841323111142,177.59279999999998,28.115016,180.45026815199998,1
8.07,41.17,1019.4,86.43,7.916421424367274,332.24190000000004,35.583231000000005,338.68739286000005,1
29.16,55.68,1004.84,55.68,29.01954540026273,1623.6288,31.002623999999997,1631.487163392,0
17.29,52.72,1024.71,62.32,16.8730665261391,911.5287999999999,32.855104,934.052676648,0
20.86,57.32,1010.24,76.64,20.648558758314856,1195.6951999999999,43.930048,1207.939118848,0
26.66,70.02,1010.88,58.37,26.37306109528332,1866.7332,40.870673999999994,1887.0432572159998,0
23.94,63.21,1013.52,83.12,23.620648827847504,1513.2474000000002,52.540152000000006,1533.7065048480001,0
28.66,50.05,1006.08,47.74,28.486800254452923,1434.433,23.89387,1443.15435264,0
16.71,40.55,1004.45,81.64,16.635969933794613,677.5905,33.105019999999996,680.605777725,0
22.1,68.12,1012.71,79.77,21.8226343178205,1505.4520000000002,54.339324,1524.5862949200002,0
25.2,61.08,1013.04,74.28,24.875621890547265,1539.216,45.370224,1559.2873766399998,0
9.03,40.71,1025.98,81.94,8.801341156747693,367.61129999999997,33.357774,377.161841574,1
12.15,43.71,1025.78,93.69,11.844645050595645,531.0765,40.951899,544.76765217,0
25.56,69.13,1002.46,68.26,25.49727669931967,1766.9627999999998,47.188138,1771.309528488,0
12.65,44.34,1019.4,71.45,12.409260349225034,560.9010000000001,31.680930000000004,571.7824794000002,0
25.37,58.33,1013.49,51.42,25.03231408302006,1479.8321,29.993285999999998,1499.795035029,0
29.72,68.08,1010.72,53.46,29.404780750356178,2023.3375999999998,36.395568,2045.027779072,0
14.35,40.71,1023.09,69.5,14.026136508029596,584.1885,28.29345,597.677412465,0
21.18,45.01,1012.57,48.05,20.917072399932845,953.3118,21.627305,965.2949293259999,0
27.37,71.06,1008.4,87.52,27.142007140023804,1944.9122000000002,62.191712,1961.2494624800001,0
15.37,43.67,1011.9,91.48,15.189247949402114,671.2079,39.949316,679.19527401,0
17.82,65.94,1013.44,88.13,17.5836754025892,1175.0508,58.112922,1190.8434827520002,0
22.65,60.93,1006.43,85.13,22.505290979004997,1380.0645,51.86970899999999,1388.938314735,0
13.93,40.24,1017.88,88.35,13.685306715919364,560.5432000000001,35.55204,570.565712416,1
7.3,43.65,1019.33,67.62,7.161566911598794,318.645,29.51613,324.80440785,0
17.34,46.48,1007.18,83.15,17.216386346035467,805.9631999999999,38.64812,811.7500157759999,0
23.38,54.42,1013.95,73.02,23.058336209872277,1272.3396,39.737484,1290.0887374200001,0
18.88,62.96,1020.62,82.01,18.498559699006485,1188.6848,51.633496,1213.1954805760001,0
5.71,40.77,1022.51,89.58,5.58429746408348,232.79670000000002,36.521766,238.03695371700002,1
15.76,44.89,1010.33,85.06,15.598863737590689,707.4664,38.183434,714.7745279119999,0
10.91,39.61,1018.44,64.38,10.712462197085738,432.1451,25.500917999999995,440.113855644,0
17.48,49.39,1021.51,84.53,17.111922546034794,863.3372,41.74936700000001,881.9075831719999,0
21.17,59.8,1016.06,77.73,20.835383737180877,1265.9660000000001,46.48254,1286.29741396,0
11.76,39.28,1016.9,91.06,11.564558953682763,461.9328,35.768368,469.73946431999997,1
11.31,39.61,1018.74,68.9,11.101949466988634,447.9891,27.291290000000004,456.384415734,0
32.13,69.98,1013.3,55.85,31.70827987762756,2248.4574000000002,39.08383,2278.36188342,0
13.44,42.34,1018.0,96.65,13.202357563850686,569.0496,40.92161,579.2924928000001,0
10.07,40.92,1021.84,84.18,9.854771784232364,412.06440000000003,34.446456000000005,421.06388649600007,0
11.86,39.85,1013.0,66.92,11.707798617966438,472.621,26.667620000000003,478.7650729999999,0
28.32,68.12,1011.62,46.75,27.99470156778237,1929.1584000000003,31.846100000000003,1951.575220608,0
25.33,71.32,1007.05,85.31,25.152673650762125,1806.5355999999997,60.84309199999999,1819.2716759799996,0
30.71,71.85,1008.07,72.05,30.464154275000745,2206.5135,51.76792499999999,2224.320063945,0
23.82,44.89,1009.39,74.69,23.598410921447606,1069.2798,33.528341,1079.3203373220001,0
19.6,59.21,1017.65,86.29,19.260059942023293,1160.516,51.09230900000001,1180.9991074,0
13.09,43.67,1012.22,91.91,12.931971310584654,571.6403,40.137097,578.6257444660001,0
6.67,39.33,1011.07,91.96,6.596971525215859,262.3311,36.167868,265.235105277,1
13.44,37.85,1009.78,99.13,13.309829863930759,508.704,37.520705,513.67912512,0
22.76,57.5,1014.75,74.38,22.429169746242916,1308.7,42.768499999999996,1328.0033250000001,0
17.81,37.2,1011.98,67.27,17.599162038775468,662.532,25.024440000000002,670.4691333600001,0
28.37,67.07,1005.65,56.13,28.210610053199424,1902.7758999999999,37.646390999999994,1913.5265838349997,0
4.04,35.47,1017.51,87.35,3.9704769486294977,143.2988,30.983044999999997,145.807961988,1
8.22,41.82,1032.77,71.63,7.959177745286947,343.7604,29.955665999999997,355.025428308,1
19.69,56.65,1020.84,72.14,19.288037302613535,1115.4385,40.86731,1138.6842383399999,0
27.02,71.77,1006.38,72.1,26.8487052604384,1939.2253999999998,51.74616999999999,1951.5976580519998,0
15.99,43.34,1014.2,78.66,15.766121080654704,693.0066,34.091244,702.84729372,0
24.12,62.44,1013.83,88.02,23.79097087282878,1506.0528,54.959688,1526.8815102239998,0
29.97,70.32,1007.44,53.26,29.74866989597395,2107.4903999999997,37.452431999999995,2123.170128576,0
12.28,40.92,1023.23,89.14,12.001211848753455,502.4976,36.476088,514.170619248,0
18.9,62.96,1020.69,80.57,18.516885636187283,1189.944,50.726872,1214.5639413600002,0
25.9,47.45,1007.8,55.96,25.699543560230204,1228.955,26.55302,1238.540849,0
11.2,37.5,1013.81,72.81,11.047434923703653,420.0,27.303749999999997,425.80019999999996,1
28.25,71.77,1006.36,67.03,28.071465479550064,2027.5024999999998,48.107431,2040.3974158999997,0
13.98,44.58,1016.48,77.59,13.753344876436328,623.2284,34.589622,633.499204032,0
14.96,41.76,1024.07,73.17,14.608376380520863,624.7296,30.555792,639.766841472,0
28.88,66.56,1006.26,59.15,28.700335897283008,1922.2528,39.37024,1934.286102528,0
32.81,75.08,1005.09,42.0,32.64384283994468,2463.3748,31.5336,2475.9133777320003,1
18.6,41.67,1013.07,64.23,18.36003435103201,775.0620000000001,26.764641000000005,785.1920603400002,0
19.65,51.3,1014.81,90.23,19.363230555473436,1008.0449999999998,46.28798999999999,1022.9741464499998,0
26.26,65.06,1013.58,52.72,25.9081670909055,1708.4756000000002,34.299632,1731.6766986480004,0
20.14,46.33,1013.24,83.39,19.876830760727962,933.0862,38.634586999999996,945.4402612879999,0
6.04,41.14,1027.8,86.4,5.876629694493092,248.4856,35.54496,255.39349968000002,1
29.54,69.48,1008.91,56.07,29.279123013945743,2052.4392000000003,38.957436,2070.726433272,0
23.26,64.05,1012.96,88.31,22.96240720265361,1489.803,56.562554999999996,1509.1108468800003,0
18.96,47.83,1006.15,75.61,18.844108731302494,906.8568,36.164263,912.43396932,0
29.19,67.51,1011.48,55.55,28.85870209989323,1970.6169000000002,37.501805000000004,1993.239582012,0
15.5,39.16,1016.24,78.13,15.252302605683695,606.9799999999999,30.595708,616.8373551999999,1
23.61,59.39,1015.11,78.84,23.258563111386945,1402.1979,46.823076,1423.3851102689998,0
24.23,49.3,1003.61,74.44,24.142844331961616,1194.539,36.698919999999994,1198.85128579,0
17.89,42.42,1008.92,65.08,17.73183205804226,758.8938,27.606935999999997,765.663132696,0
24.62,70.47,1010.55,72.71,24.362970659541833,1734.9714000000001,51.238737,1753.2753482700002,0
18.28,41.1,1002.0,65.69,18.243512974051896,751.3080000000001,26.998589999999997,752.8106160000001,0
24.38,60.84,1017.85,62.23,23.95244878911431,1483.2792,37.860732,1509.7557337199999,0
12.89,48.14,1017.48,83.95,12.66855368164485,620.5246000000001,40.41353,631.371370008,0
25.58,47.01,1014.5,63.53,25.214391325776244,1202.5158,29.865453,1219.9522791,0
6.43,39.61,1017.51,83.8,6.319348212793978,254.6923,33.19318,259.15196217299996,1
26.02,63.07,1010.94,53.96,25.738421666963422,1641.0814,34.032571999999995,1659.034830516,0
26.68,68.08,1011.41,67.33,26.379015433899212,1816.3744,45.838264,1837.0992319039997,0
19.79,64.45,1016.14,73.54,19.47566280236975,1275.4655,47.396530000000006,1296.0515131700001,0
12.0,41.17,1019.48,58.71,11.770706634754974,494.04,24.170907,503.6638992,0
15.24,45.87,1009.46,85.95,15.097180670853724,699.0588,39.425265,705.671896248,0
14.31,42.86,1031.14,69.6,13.877843939717204,613.3266,29.83056,632.425590324,0
21.19,67.71,1006.65,56.28,21.050017384393783,1434.7749,38.107187999999994,1444.316153085,0
20.41,56.03,1019.94,55.85,20.01098103810028,1143.5723,31.292755,1166.375131662,0
22.5,59.54,1007.99,93.63,22.32165001636921,1339.65,55.74730199999999,1350.3538035,0
20.77,60.1,1011.11,81.09,20.541780815143753,1248.277,48.73509000000001,1262.14535747,0
16.55,41.93,1022.71,42.73,16.182495526591115,693.9415,17.916688999999998,709.700911465,0
23.57,66.75,1018.06,80.19,23.151877099581558,1573.2975000000001,53.526824999999995,1601.7112528500002,0
29.22,60.23,1009.73,61.5,28.93842908500292,1759.9206,37.04145,1777.044627438,0
23.93,68.28,1005.16,69.91,23.80715507978829,1633.9404,47.734548,1642.371532464,0
28.84,75.6,1018.41,53.96,28.318653587454953,2180.3039999999996,40.79375999999999,2220.4433966399997,0
21.27,57.5,1014.53,80.76,20.965373128443712,1223.0249999999999,46.437000000000005,1240.7955532499998,0
14.87,41.23,997.39,82.06,14.908912261001213,613.0900999999999,33.833338,611.489934839,1
21.12,63.91,1009.33,96.14,20.924771878374763,1349.7792,61.443073999999996,1362.372639936,0
22.56,60.29,1018.19,67.53,22.1569648101042,1360.1424,40.713837,1384.8833902560002,0
30.09,69.48,1009.51,53.24,29.80653980644075,2090.6532,36.991152,2110.535311932,0
23.39,71.25,1005.22,93.7,23.26853823043712,1666.5375000000001,66.76125,1675.2368257500002,0
12.75,42.86,1014.9,88.44,12.56281407035176,546.465,37.905384,554.6073285,0
21.43,60.95,1015.27,75.49,21.107685640273033,1306.1585,46.011154999999995,1326.103540295,0
18.12,58.95,1017.82,86.16,17.802754907547506,1068.1740000000002,50.79132,1087.20886068,0
17.54,58.49,1012.35,91.56,17.326023608435815,1025.9146,53.553444,1038.58464531,0
10.99,43.5,1021.1,93.64,10.762902751934188,478.065,40.7334,488.15217150000007,0
26.19,69.34,1009.48,87.59,25.94405040218727,1816.0146000000002,60.734906,1833.230418408,0
11.86,40.55,1019.82,91.45,11.629503245670804,480.92299999999994,37.082975,490.4548938599999,0
24.03,66.54,1012.19,69.15,23.740602060877897,1598.9562000000003,46.01241,1618.4474760780006,0
21.4,59.21,1017.84,78.01,21.024915507348894,1267.0939999999998,46.189721,1289.69895696,0
9.73,38.56,1017.18,61.81,9.565661928075661,375.1888,23.833936,381.634543584,0
3.92,41.31,999.22,95.26,3.923059986789696,161.9352,39.351906,161.808890544,1
22.78,62.44,1011.79,75.43,22.51455341523439,1422.3832,47.098492,1439.1530979279999,0
25.52,71.73,1009.91,79.55,25.269578477290057,1830.5496,57.061215000000004,1848.6903465359999,0
8.46,40.8,1023.57,81.27,8.265189483865296,345.168,33.158159999999995,353.30360976000003,1
27.26,73.18,1012.58,74.83,26.921329672717217,1994.8868000000002,54.760594000000005,2019.9824759440003,0
11.54,45.51,1017.19,83.02,11.344979797284676,525.1854,37.782402,534.213337026,0
21.05,63.09,1016.49,91.23,20.70851656189436,1328.0445000000002,57.557007000000006,1349.9439538050003,0
13.85,48.06,1011.13,75.2,13.697546309574435,665.631,36.14112,673.0394730300001,0
12.87,41.5,1013.51,85.72,12.698444021272607,534.105,35.5738,541.3207585499999,0
3.69,38.44,1016.74,82.87,3.6292464150126875,141.84359999999998,31.855227999999997,144.21806186399996,1
33.45,73.88,1006.23,44.14,33.2428967532274,2471.286,32.610632,2486.68211178,0
13.53,40.71,1023.83,61.59,13.21508453551859,550.8063,25.073289,563.932014129,0
23.7,66.56,1002.07,85.19,23.65104234235133,1577.472,56.702464,1580.73736704,0
15.11,45.01,1017.01,84.39,14.857277706217245,680.1011,37.983939,691.669619711,0
22.96,70.79,1005.68,93.93,22.83032376103731,1625.3384,66.493047,1634.570322112,0
31.73,74.67,1016.38,44.51,31.218638698124714,2369.2791,33.235617,2408.0878916580004,0
11.1,40.0,1021.29,86.58,10.868607349528537,444.0,34.632,453.45276,1
26.34,69.04,1009.44,72.06,26.09367570137898,1818.5136000000002,49.750224,1835.6803683840005,0
29.63,69.71,1009.04,67.26,29.364544517561246,2065.5072999999998,46.886946,2084.1794859919996,0
21.37,57.76,1018.8,70.12,20.975657636435024,1234.3312,40.501312,1257.53662656,0
26.76,71.94,1008.81,64.62,26.526303268207098,1925.1144000000002,46.487628,1942.074657864,0
14.14,43.34,1017.1,81.77,13.902271163110804,612.8276000000001,35.439118,623.3069519600001,0
17.1,49.69,1005.53,81.82,17.00595705747218,849.6990000000001,40.656358,854.3978354700001,0
23.38,59.07,1009.29,92.4,23.164799017130854,1381.0566,54.58068,1393.886615814,0
27.94,69.84,1003.11,70.47,27.85337600063802,1951.3296000000003,49.216248,1957.3982350560002,0
18.53,39.72,1001.26,64.08,18.50668158120768,736.0116,25.452576,736.9389746160001,1
27.78,60.07,1014.66,53.74,27.37862929454202,1668.7446,32.281618,1693.208395836,0
30.53,65.18,1012.69,41.85,30.14742912441122,1989.9454000000003,27.277830000000005,2015.1978071260005,0
30.35,77.17,1009.55,63.62,30.062899311574466,2342.1095,49.095554,2364.476645725,0
15.78,41.16,1008.43,80.25,15.648086629711532,649.5047999999999,33.030899999999995,654.9801254639999,0
21.73,69.05,1001.31,86.64,21.701570942065896,1500.4565,59.82492,1502.4220980149998,0
17.98,39.63,1005.42,82.12,17.883073740327426,712.5474,32.544156,716.409406908,0
24.81,67.17,1007.71,84.37,24.62017842434827,1666.4877,56.671329,1679.3363201670002,0
7.29,41.04,1024.06,89.19,7.118723512294202,299.1816,36.603576,306.379909296,1
22.01,60.84,1017.55,83.82,21.63038671318363,1339.0884,50.996088,1362.58940142,0
27.76,72.58,1009.04,84.96,27.511297867279794,2014.8208,61.66396799999999,2033.0347800319998,0
17.83,44.92,1025.04,70.58,17.394443143682196,800.9236,31.704536,820.978726944,0
26.96,69.45,1013.89,51.47,26.590655791062147,1872.372,35.745915,1898.37924708,0
25.1,71.77,1004.34,82.8,24.991536730589242,1801.427,59.42555999999999,1809.24519318,0
31.61,75.08,1004.83,42.29,31.45805758187952,2373.2788,31.751331999999998,2384.7417366040004,0
25.03,60.84,1017.69,59.23,24.59491593707318,1522.8252000000002,36.035531999999996,1549.7639777880001,0
24.66,63.73,1011.4,74.52,24.38204469052798,1571.5818,47.491595999999994,1589.49783252,0
20.03,62.26,1012.15,82.54,19.789556883861092,1247.0678,51.389404,1262.2196737699999,0
22.69,59.44,1012.97,83.47,22.399478760476622,1348.6936,49.614568,1366.186155992,0
13.74,39.35,1014.82,77.48,13.539346879249521,540.669,30.488380000000003,548.6817145800001,0
14.42,41.16,1004.32,88.42,14.357973554245657,593.5272,36.393671999999995,596.0912375040001,0
34.4,77.95,1009.83,57.86,34.06513967697533,2681.48,45.101870000000005,2707.8389484,0
12.95,41.23,993.74,96.35,13.031577676253345,533.9285,39.72510499999999,530.58610759,0
9.75,52.72,1026.03,78.53,9.502646121458437,514.02,41.401016,527.3999406,0
6.57,39.37,1020.2,77.37,6.4399137424034505,258.66089999999997,30.460569,263.88585018,1
21.39,51.3,1013.39,89.05,21.10737228510248,1097.307,45.682649999999995,1111.99994073,0
26.94,62.91,1011.68,41.3,26.62897358848648,1694.7954,25.98183,1714.5906102719998,0
6.62,41.14,1027.33,86.24,6.443888526568874,272.34680000000003,35.479136,279.79003804399997,1
26.14,72.99,1007.49,81.72,25.945666954510717,1907.9586,59.647428,1922.249209914,0
30.04,64.44,1014.46,52.19,29.611813181396993,1935.7776,33.631236,1963.7689440960003,0
10.4,42.44,1014.24,93.48,10.253983278119577,441.376,39.672912000000004,447.66119424,0
26.86,71.32,1007.38,81.14,26.66322539657329,1915.6551999999997,57.86904799999999,1929.7927353759997,0
31.18,77.95,1014.89,65.62,30.722541359162076,2430.481,51.15079,2466.6708620900004,0
27.61,49.16,1005.01,35.63,27.47236345907006,1357.3075999999999,17.515708,1364.1077110759998,0
16.22,46.36,1020.04,91.73,15.901337202462647,751.9591999999999,42.526028,767.028462368,0
29.45,75.6,1018.12,50.68,28.925863355989474,2226.4199999999996,38.31408,2266.7627303999993,0
9.81,71.14,1019.43,87.93,9.62302463141167,697.8834,62.553402000000006,711.4432744620001,0
23.74,49.5,1013.2,49.51,23.430714567706275,1175.1299999999999,24.50745,1190.641716,0
30.56,69.04,1009.29,55.73,30.278710776882757,2109.8624,38.475992000000005,2129.463021696,0
15.6,41.04,1025.48,64.43,15.212388344970162,640.2239999999999,26.442072000000003,656.5369075199999,1
16.65,46.18,1010.6,95.69,16.475361171581238,768.8969999999999,44.189642,777.0473081999999,0
14.65,35.4,1016.16,60.26,14.417020941584003,518.61,21.33204,526.9907376,1
23.55,61.87,1009.65,54.83,23.324914574357454,1457.0384999999999,33.923321,1471.0989215249997,0
24.41,56.9,1006.58,77.94,24.250432156410817,1388.9289999999999,44.34786,1398.0681528199998,0
14.78,38.58,1017.02,82.4,14.532654225088985,570.2124,31.789920000000002,579.9174150480001,0
29.1,76.2,1006.28,60.22,28.91839249513058,2217.42,45.88764,2231.3453976,0
31.85,69.04,1008.35,46.09,31.586254772648385,2198.9240000000004,31.820536000000004,2217.2850154000007,0
9.97,39.99,1010.09,95.0,9.870407587442704,398.7003,37.9905,402.723186027,0
20.48,39.72,1001.61,57.32,20.447080200876588,813.4656,22.767504000000002,814.775279616,0
14.3,41.93,1020.6,65.38,14.011365863217716,599.599,27.413833999999998,611.9507394,0
20.03,60.77,1017.23,87.82,19.690728743745268,1217.2231000000002,53.368214,1238.1958540130001,0
30.47,68.24,1009.55,64.98,30.181764152345103,2079.2727999999997,44.342352,2099.1298552399994,0
